Departure,Return,Departure station id,Departure station name,Return station id,Return station name,Covered distance (m),Duration (sec.)
2021-05-31T14:50:45,2021-05-31T15:15:28,261,Asentajanpuisto,322,Rukatunturintie,6573,1482
2021-05-31T14:50:43,2021-05-31T15:00:57,539,"Aalto-yliopisto (M), Tietotie",705,Laajalahden keskus,3191,610
2021-05-31T14:50:39,2021-05-31T15:07:17,161,Eteläesplanadi,016,Liisanpuistikko,3967,995
2021-05-31T14:50:35,2021-05-31T15:03:35,126,Kalasatama (M),017,Varsapuistikko,2601,779
2021-05-31T14:50:32,2021-05-31T14:53:59,557,Louhentori,549,Maarinranta,892,203
2021-05-31T14:50:27,2021-05-31T15:01:41,002,Laivasillankatu,069,Kalevankatu,2221,669
2021-05-31T14:50:13,2021-05-31T15:06:33,022,Rautatientori / länsi,059,Salmisaarenranta,2800,986
2021-05-31T14:50:01,2021-05-31T15:02:30,162,Leppäsuonaukio,053,Heikkiläntie,2873,744
2021-05-31T14:49:59,2021-05-31T15:01:24,077,Nordenskiöldinaukio,113,Pasilan asema,2045,683
2021-05-31T14:49:58,2021-05-31T14:57:25,122,Lintulahdenkatu,126,Kalasatama (M),1165,421
2021-05-31T14:49:58,2021-05-31T15:02:00,113,Pasilan asema,105,Tilkantori,2675,718
2021-05-31T14:49:57,2021-05-31T14:57:15,049,Annankatu,018,Porthania,1045,432
2021-05-31T14:49:56,2021-05-31T14:56:19,511,Sateentie,503,Keilalahti,1241,379
2021-05-31T14:49:48,2021-05-31T14:58:35,069,Kalevankatu,001,Kaivopuisto,1770,523
2021-05-31T14:49:35,2021-05-31T14:58:14,204,A.I. Virtasen aukio,140,Verkatehtaanpuisto,1711,514
2021-05-31T14:49:32,2021-05-31T15:17:18,082,Töölöntulli,071,Hietaniemenkatu,2699,1665
2021-05-31T14:49:29,2021-05-31T14:59:04,075,Korjaamo,086,Kuusitie,2183,574
2021-05-31T14:49:28,2021-06-01T17:27:15,081,Stenbäckinkatu,021,Töölönlahdenkatu,2842,95861
2021-05-31T14:49:18,2021-05-31T14:57:39,122,Lintulahdenkatu,124,Isoisänsilta,1257,495
2021-05-31T14:49:09,2021-05-31T15:02:10,110,Maistraatintori,138,Arabiankatu,3346,776
2021-05-31T14:48:58,2021-05-31T14:56:43,596,Toppelundinportti,573,Urheilupuisto (M),1643,461
2021-05-31T14:48:56,2021-05-31T14:57:24,018,Porthania,016,Liisanpuistikko,1470,510
2021-05-31T14:48:55,2021-05-31T15:03:06,203,Opastinsilta,035,Cygnaeuksenkatu,3071,845
2021-05-31T14:48:47,2021-05-31T14:56:03,900,Orionintie,581,Niittykumpu (M),1988,431
2021-05-31T14:48:33,2021-05-31T14:56:32,019,Rautatientori / itä,040,Hakaniemi (M),1331,475
2021-05-31T14:48:26,2021-05-31T14:56:34,019,Rautatientori / itä,040,Hakaniemi (M),1325,484
2021-05-31T14:48:24,2021-05-31T15:07:03,519,Tapionaukio,095,Munkkiniemen aukio,5427,1116
2021-05-31T14:48:20,2021-05-31T14:53:40,041,Ympyrätalo,016,Liisanpuistikko,1165,315
2021-05-31T14:48:17,2021-05-31T15:03:16,040,Hakaniemi (M),137,Arabian kauppakeskus,3504,894
2021-05-31T14:48:09,2021-05-31T15:03:05,092,Saunalahdentie,541,"Aalto-yliopisto (M), Korkeakouluaukio",4138,895
2021-05-31T14:48:08,2021-05-31T14:56:18,030,Itämerentori,064,Tyynenmerenkatu,1278,493
2021-05-31T14:48:08,2021-05-31T14:52:53,005,Sepänkatu,065,Hernesaarenranta,761,280
2021-05-31T14:47:59,2021-05-31T14:56:38,126,Kalasatama (M),042,Haapaniemenkatu,1837,514
2021-05-31T14:47:57,2021-05-31T14:59:49,284,Myllypuro (M),276,Puotinharju,1643,709
2021-05-31T14:47:50,2021-05-31T15:03:03,122,Lintulahdenkatu,025,Narinkka,2754,909
2021-05-31T14:47:48,2021-05-31T14:58:49,045,Brahen kenttä,022,Rautatientori / länsi,2803,657
2021-05-31T14:47:47,2021-05-31T14:54:24,065,Hernesaarenranta,049,Annankatu,1670,393
2021-05-31T14:47:37,2021-05-31T14:52:06,015,Ritarikatu,020,Kaisaniemenpuisto,1027,264
2021-05-31T14:47:33,2021-05-31T14:50:42,029,Baana,062,Välimerenkatu,886,188
2021-05-31T14:47:30,2021-05-31T15:02:12,081,Stenbäckinkatu,031,Marian sairaala,2664,877
2021-05-31T14:47:29,2021-05-31T15:12:45,211,Haagan tori,021,Töölönlahdenkatu,5539,1511
2021-05-31T14:47:26,2021-05-31T14:55:12,110,Maistraatintori,089,Tilkanvierto,1891,465
2021-05-31T14:47:26,2021-05-31T14:50:17,245,Kulosaari (M),246,Tupasaarentie,616,166
2021-05-31T14:47:24,2021-05-31T15:08:24,763,Kalkkipellonmäki,094,Laajalahden aukio,4840,1258
2021-05-31T14:47:22,2021-05-31T14:59:53,126,Kalasatama (M),016,Liisanpuistikko,2438,747
2021-05-31T14:47:19,2021-05-31T14:56:06,627,Piispansilta,581,Niittykumpu (M),2242,525
2021-05-31T14:47:14,2021-05-31T14:59:20,705,Laajalahden keskus,769,Lumivaarantie,1821,722
2021-05-31T14:47:01,2021-05-31T14:56:57,011,Unioninkatu,041,Ympyrätalo,1515,592
2021-05-31T14:47:00,2021-05-31T14:53:33,063,Jätkäsaarenlaituri,034,Kansallismuseo,1645,389
2021-05-31T14:46:58,2021-05-31T20:11:36,113,Pasilan asema,233,Kirkkoherrantie,4352,1409
2021-05-31T14:46:55,2021-05-31T15:05:34,132,Hollolantie,019,Rautatientori / itä,3406,1115
2021-05-31T14:46:55,2021-05-31T14:56:05,020,Kaisaniemenpuisto,041,Ympyrätalo,1380,545
2021-05-31T14:46:48,2021-05-31T15:09:19,021,Töölönlahdenkatu,064,Tyynenmerenkatu,2393,1347
2021-05-31T14:46:47,2021-05-31T14:54:24,012,Kanavaranta,066,Ehrenströmintie,2050,452
2021-05-31T14:46:43,2021-05-31T14:58:32,036,Apollonkatu,008,Vanha kirkkopuisto,2121,705
2021-05-31T14:46:26,2021-05-31T14:49:26,259,Petter Wetterin tie,255,Laivalahden puistotie,610,175
2021-05-31T14:46:08,2021-05-31T14:59:52,039,Ooppera,123,Näkinsilta,2566,821
2021-05-31T14:46:08,2021-05-31T15:12:44,261,Asentajanpuisto,261,Asentajanpuisto,820,1592
2021-05-31T14:45:59,2021-05-31T14:53:29,031,Marian sairaala,019,Rautatientori / itä,1696,448
2021-05-31T14:45:58,2021-05-31T15:01:54,042,Haapaniemenkatu,073,Kesäkatu,3770,956
2021-05-31T14:45:51,2021-05-31T15:10:04,019,Rautatientori / itä,246,Tupasaarentie,6101,1452
2021-05-31T14:45:30,2021-05-31T15:08:27,531,Keilaranta,541,"Aalto-yliopisto (M), Korkeakouluaukio",4985,1376
2021-05-31T14:45:27,2021-05-31T14:51:45,555,Kalevalantie,561,Koivu-Mankkaa,1076,375
2021-05-31T14:45:26,2021-05-31T15:00:04,547,Jämeräntaival,523,Ahertajantie,3375,872
2021-05-31T14:45:25,2021-05-31T14:55:15,127,Teurastamo,117,Brahen puistikko,1535,586
2021-05-31T14:45:23,2021-05-31T15:04:14,221,Thalianaukio,095,Munkkiniemen aukio,3941,1127
2021-05-31T14:45:16,2021-05-31T14:51:42,036,Apollonkatu,024,Mannerheimintie,1263,381
2021-05-31T14:45:12,2021-05-31T15:00:55,042,Haapaniemenkatu,126,Kalasatama (M),2060,938
2021-05-31T14:45:07,2021-05-31T15:27:30,242,Von Daehnin katu,241,Agronominkatu,1378,2539
2021-05-31T14:45:02,2021-05-31T15:02:32,143,Kuikkarinne,028,Lastenlehto,3544,1046
2021-05-31T14:45:02,2021-05-31T14:49:16,204,A.I. Virtasen aukio,204,A.I. Virtasen aukio,77,249
2021-05-31T14:44:59,2021-05-31T15:00:08,731,Leppävaarankäytävä,757,Painiitty,2088,906
2021-05-31T14:44:54,2021-05-31T14:49:04,017,Varsapuistikko,040,Hakaniemi (M),653,246
2021-05-31T14:44:49,2021-05-31T14:54:35,033,Kauppakorkeakoulu,032,Eläinmuseo,953,585
2021-05-31T14:44:49,2021-05-31T14:48:35,246,Tupasaarentie,256,Herttoniemenranta,911,225
2021-05-31T14:44:43,2021-05-31T14:47:16,027,Eerikinkatu,069,Kalevankatu,363,149
2021-05-31T14:44:41,2021-05-31T15:04:43,041,Ympyrätalo,041,Ympyrätalo,873,1197
2021-05-31T14:44:29,2021-05-31T14:49:35,378,Paloheinäntie,377,Paloheinän maja,1047,301
2021-05-31T14:44:28,2021-05-31T14:48:22,031,Marian sairaala,025,Narinkka,849,230
2021-05-31T14:44:20,2021-05-31T14:53:05,565,Mankkaanaukio,557,Louhentori,2165,525
2021-05-31T14:44:11,2021-05-31T14:53:52,715,Komentajankatu,713,Upseerinkatu,1361,580
2021-05-31T14:44:07,2021-05-31T15:42:31,284,Myllypuro (M),284,Myllypuro (M),1355,3500
2021-05-31T14:43:54,2021-05-31T15:14:43,208,Valimotie,210,Pajamäki,1378,437
2021-05-31T14:43:53,2021-05-31T14:51:12,062,Välimerenkatu,067,Perämiehenkatu,1394,445
2021-05-31T14:43:25,2021-05-31T14:48:22,049,Annankatu,069,Kalevankatu,812,292
2021-05-31T14:43:23,2021-05-31T16:29:17,131,Elimäenkatu,044,Sörnäinen (M),1545,443
2021-05-31T14:43:23,2021-05-31T14:53:05,310,Halkaisijantie,280,Puotilan ostoskeskus,2493,577
2021-05-31T14:43:17,2021-05-31T15:56:16,131,Elimäenkatu,006,Hietalahdentori,5484,1428
2021-05-31T14:43:10,2021-05-31T14:52:10,094,Laajalahden aukio,100,Teljäntie,1946,535
2021-05-31T14:42:56,2021-05-31T14:49:31,134,Haukilahdenkatu,126,Kalasatama (M),1485,383
2021-05-31T14:42:56,2021-05-31T14:54:50,033,Kauppakorkeakoulu,010,Kasarmitori,2056,709
2021-05-31T14:42:56,2021-05-31T14:46:48,284,Myllypuro (M),329,Kurkimäki,605,231
2021-05-31T14:42:52,2021-05-31T14:49:24,559,Pohjankulma,517,Länsituuli,974,386
2021-05-31T14:42:51,2021-05-31T14:51:06,245,Kulosaari (M),125,Arielinkatu,1674,491
2021-05-31T14:42:43,2021-05-31T15:04:03,057,Lauttasaaren ostoskeskus,025,Narinkka,3641,1279
2021-05-31T14:42:42,2021-05-31T14:48:58,061,Länsisatamankatu,059,Salmisaarenranta,1067,373
2021-05-31T14:42:40,2021-05-31T14:49:34,144,Käpyläntie,138,Arabiankatu,1460,410
2021-05-31T14:42:38,2021-05-31T14:57:54,045,Brahen kenttä,084,Paciuksenkatu,3576,914
2021-05-31T14:42:37,2021-05-31T14:58:08,111,Esterinportti,094,Laajalahden aukio,3039,930
2021-05-31T14:42:34,2021-05-31T15:09:52,547,Jämeräntaival,701,Gallen-Kallelan tie,5378,1633
2021-05-31T14:42:32,2021-05-31T14:54:02,037,Töölönkatu,113,Pasilan asema,2789,685
2021-05-31T14:42:31,2021-05-31T14:48:15,733,Läkkitori,749,Vallikatu,1093,342
2021-05-31T14:42:29,2021-05-31T15:03:01,115,Venttiilikuja,117,Brahen puistikko,2166,1228
2021-05-31T14:42:23,2021-05-31T15:04:32,134,Haukilahdenkatu,017,Varsapuistikko,3773,1324
2021-05-31T14:42:22,2021-05-31T15:04:40,541,"Aalto-yliopisto (M), Korkeakouluaukio",769,Lumivaarantie,4433,1334
2021-05-31T14:42:12,2021-05-31T15:06:55,023,Kiasma,023,Kiasma,5501,1479
2021-05-31T14:42:10,2021-05-31T14:44:38,054,Gyldenintie,143,Kuikkarinne,451,142
2021-05-31T14:42:02,2021-05-31T15:01:01,060,Kaapelitehdas,012,Kanavaranta,3169,1134
2021-05-31T14:42:01,2021-05-31T14:44:24,032,Eläinmuseo,033,Kauppakorkeakoulu,437,141
2021-05-31T14:42:00,2021-05-31T14:51:13,293,Korkeasaari,044,Sörnäinen (M),1892,549
2021-05-31T14:41:58,2021-05-31T14:48:14,276,Puotinharju,282,Karhulantie,1345,375
2021-05-31T14:41:56,2021-05-31T14:48:53,101,Munkkivuoren ostoskeskus,095,Munkkiniemen aukio,1037,413
2021-05-31T14:41:54,2021-05-31T14:53:32,120,Mäkelänkatu,113,Pasilan asema,2113,693
2021-05-31T14:41:43,2021-05-31T15:08:05,539,"Aalto-yliopisto (M), Tietotie",057,Lauttasaaren ostoskeskus,7107,1582
2021-05-31T14:41:39,2021-05-31T14:52:34,088,Kiskontie,113,Pasilan asema,2025,649
2021-05-31T14:41:34,2021-05-31T15:16:42,090,Paciuksenkaari,064,Tyynenmerenkatu,6589,2104
2021-05-31T14:41:30,2021-05-31T14:56:15,101,Munkkivuoren ostoskeskus,038,Töölöntori,4318,878
2021-05-31T14:41:25,2021-05-31T14:51:52,064,Tyynenmerenkatu,009,Erottajan aukio,2058,621
2021-05-31T14:41:17,2021-05-31T14:48:23,024,Mannerheimintie,063,Jätkäsaarenlaituri,1859,424
2021-05-31T14:41:13,2021-05-31T14:59:32,131,Elimäenkatu,139,Muotoilijankatu,3367,1094
2021-05-31T14:40:56,2021-05-31T14:53:02,753,Linnuntie,731,Leppävaarankäytävä,2642,722
2021-05-31T14:40:54,2021-05-31T14:54:57,082,Töölöntulli,087,Kustaankatu,2617,839
2021-05-31T14:40:45,2021-05-31T15:00:27,019,Rautatientori / itä,115,Venttiilikuja,3736,1178
2021-05-31T14:40:44,2021-05-31T14:48:13,126,Kalasatama (M),122,Lintulahdenkatu,1186,445
2021-05-31T14:40:38,2021-05-31T14:46:00,007,Designmuseo,001,Kaivopuisto,1176,320
2021-05-31T14:40:37,2021-05-31T14:43:02,126,Kalasatama (M),126,Kalasatama (M),0,43
2021-05-31T14:40:32,2021-05-31T14:57:02,127,Teurastamo,161,Eteläesplanadi,3453,986
2021-05-31T14:40:30,2021-05-31T14:43:03,275,Itäkeskus (M),276,Puotinharju,524,149
2021-05-31T14:40:28,2021-05-31T14:57:29,099,Muusantori,731,Leppävaarankäytävä,3549,1019
2021-05-31T14:40:28,2021-05-31T14:56:02,024,Mannerheimintie,116,Linnanmäki,3745,930
2021-05-31T14:40:27,2021-05-31T14:44:20,030,Itämerentori,201,Länsisatamankuja,876,229
2021-05-31T14:40:08,2021-05-31T14:47:18,045,Brahen kenttä,079,Uimastadion,1562,426
2021-05-31T14:40:06,2021-05-31T14:46:53,161,Eteläesplanadi,002,Laivasillankatu,1061,402
2021-05-31T14:40:06,2021-05-31T14:51:30,021,Töölönlahdenkatu,021,Töölönlahdenkatu,1,23
2021-05-31T14:40:06,2021-05-31T14:52:49,053,Heikkiläntie,026,Kamppi (M),3244,754
2021-05-31T14:40:00,2021-05-31T14:47:15,045,Brahen kenttä,079,Uimastadion,1560,430
2021-05-31T14:39:59,2021-05-31T14:44:32,082,Töölöntulli,086,Kuusitie,804,269
2021-05-31T14:39:54,2021-05-31T14:54:46,201,Länsisatamankuja,051,Itälahdenkatu,3145,891
2021-05-31T14:39:44,2021-05-31T14:47:31,049,Annankatu,062,Välimerenkatu,2481,462
2021-05-31T14:39:41,2021-05-31T14:59:10,012,Kanavaranta,122,Lintulahdenkatu,2397,1166
2021-05-31T14:39:40,2021-05-31T14:55:34,557,Louhentori,719,Säteri,3783,953
2021-05-31T14:39:15,2021-05-31T14:44:45,044,Sörnäinen (M),290,Vallilan varikko,945,324
2021-05-31T14:39:13,2021-05-31T15:00:28,112,Rautatieläisenkatu,031,Marian sairaala,4488,1270
2021-05-31T14:39:12,2021-05-31T14:44:52,118,Fleminginkatu,131,Elimäenkatu,994,333
2021-05-31T14:39:12,2021-05-31T15:06:52,208,Valimotie,076,Olympiastadion,5162,1655
2021-05-31T14:39:07,2021-05-31T14:43:51,064,Tyynenmerenkatu,030,Itämerentori,1010,278
2021-05-31T14:39:04,2021-05-31T14:46:32,062,Välimerenkatu,063,Jätkäsaarenlaituri,526,442
2021-05-31T14:39:01,2021-05-31T14:47:41,006,Hietalahdentori,061,Länsisatamankatu,1462,515
2021-05-31T14:38:59,2021-05-31T14:48:47,631,Friisilänaukio,607,Nuottaniementie,2248,584
2021-05-31T14:38:57,2021-05-31T14:53:32,639,Itäportti,573,Urheilupuisto (M),4467,872
2021-05-31T14:38:45,2021-05-31T14:49:01,122,Lintulahdenkatu,015,Ritarikatu,1756,611
2021-05-31T14:38:45,2021-05-31T14:49:08,259,Petter Wetterin tie,251,Laajasalon ostoskeskus,2086,618
2021-05-31T14:38:42,2021-05-31T14:45:00,066,Ehrenströmintie,003,Kapteeninpuistikko,1298,373
2021-05-31T14:38:33,2021-05-31T14:46:38,056,Luoteisväylä,143,Kuikkarinne,1413,480
2021-05-31T14:38:26,2021-05-31T14:43:47,308,Mosaiikkitori,309,Kaivonkatsojanpuisto,827,316
2021-05-31T14:38:25,2021-05-31T14:55:17,053,Heikkiläntie,006,Hietalahdentori,3078,1012
2021-05-31T14:38:14,2021-05-31T14:38:48,118,Fleminginkatu,118,Fleminginkatu,0,30
2021-05-31T14:38:11,2021-05-31T14:38:32,631,Friisilänaukio,631,Friisilänaukio,0,16
2021-05-31T14:37:58,2021-05-31T14:44:42,215,Pitäjänmäen asema,209,Takomotie,1284,400
2021-05-31T14:37:51,2021-05-31T14:42:29,068,Albertinkatu,162,Leppäsuonaukio,1072,274
2021-05-31T14:37:46,2021-05-31T16:00:34,137,Arabian kauppakeskus,126,Kalasatama (M),2101,1291
2021-05-31T14:37:34,2021-05-31T14:58:33,240,Viikin normaalikoulu,264,Eränkävijäntori,4970,1254
2021-05-31T14:37:33,2021-05-31T14:51:37,057,Lauttasaaren ostoskeskus,162,Leppäsuonaukio,2703,840
2021-05-31T14:37:30,2021-05-31T14:42:28,001,Kaivopuisto,047,Vanha Kauppahalli,1243,294
2021-05-31T14:37:29,2021-05-31T14:52:39,573,Urheilupuisto (M),635,Kuunkatu,3922,909
2021-05-31T14:37:13,2021-05-31T14:40:52,064,Tyynenmerenkatu,063,Jätkäsaarenlaituri,735,214
2021-05-31T14:37:09,2021-05-31T14:38:09,054,Gyldenintie,054,Gyldenintie,46,55
2021-05-31T14:37:07,2021-05-31T14:46:11,084,Paciuksenkatu,107,Tenholantie,1521,539
2021-05-31T14:36:59,2021-05-31T15:03:04,323,Sallatunturintie,325,Mellunmäki (M),1409,1563
2021-05-31T14:36:53,2021-05-31T14:52:23,058,Lauttasaarensilta,022,Rautatientori / länsi,3279,926
2021-05-31T14:36:48,2021-05-31T14:37:35,631,Friisilänaukio,631,Friisilänaukio,0,42
2021-05-31T14:36:47,2021-05-31T14:47:10,337,Kivikon liikuntapuisto,284,Myllypuro (M),2427,618
2021-05-31T14:36:45,2021-05-31T14:45:29,043,Karhupuisto,019,Rautatientori / itä,1958,517
2021-05-31T14:36:44,2021-05-31T14:40:28,028,Lastenlehto,033,Kauppakorkeakoulu,720,222
2021-05-31T14:36:43,2021-05-31T14:57:05,221,Thalianaukio,096,Huopalahdentie,3720,1218
2021-05-31T14:36:33,2021-05-31T14:48:00,218,Pohjois-Haagan asema,225,Maunula,3538,685
2021-05-31T14:36:32,2021-05-31T14:50:02,541,"Aalto-yliopisto (M), Korkeakouluaukio",557,Louhentori,1972,807
2021-05-31T14:36:31,2021-05-31T14:45:22,110,Maistraatintori,132,Hollolantie,1972,525
2021-05-31T14:36:30,2021-05-31T14:40:50,282,Karhulantie,281,Puotila (M),788,255
2021-05-31T14:36:22,2021-05-31T14:48:39,222,Huovitie,217,Marttila,2384,737
2021-05-31T14:36:01,2021-05-31T15:02:46,146,Pohjolanaukio,201,Länsisatamankuja,8692,1601
2021-05-31T14:35:57,2021-05-31T14:47:04,009,Erottajan aukio,005,Sepänkatu,1453,663
2021-05-31T14:35:56,2021-05-31T14:41:09,042,Haapaniemenkatu,117,Brahen puistikko,992,308
2021-05-31T14:35:54,2021-05-31T14:44:58,023,Kiasma,076,Olympiastadion,1825,539
2021-05-31T14:35:48,2021-05-31T14:39:27,069,Kalevankatu,024,Mannerheimintie,722,215
2021-05-31T14:35:42,2021-05-31T14:52:47,218,Pohjois-Haagan asema,226,Lepolantie,3945,1023
2021-05-31T14:35:32,2021-05-31T14:40:27,132,Hollolantie,134,Haukilahdenkatu,1002,298
2021-05-31T14:35:30,2021-05-31T14:38:26,213,Huopalahden asema,211,Haagan tori,800,172
2021-05-31T14:35:20,2021-05-31T14:47:30,025,Narinkka,078,Messeniuksenkatu,2278,725
2021-05-31T14:35:20,2021-05-31T14:41:12,162,Leppäsuonaukio,030,Itämerentori,1395,350
2021-05-31T14:35:12,2021-05-31T14:56:29,001,Kaivopuisto,009,Erottajan aukio,2864,1272
2021-05-31T14:35:10,2021-05-31T14:55:34,025,Narinkka,004,Viiskulma,2009,1219
2021-05-31T14:34:49,2021-05-31T14:45:48,113,Pasilan asema,039,Ooppera,2325,655
2021-05-31T14:34:48,2021-05-31T14:51:30,162,Leppäsuonaukio,089,Tilkanvierto,3998,997
2021-05-31T14:34:42,2021-05-31T14:37:24,579,Niittymaa,573,Urheilupuisto (M),520,158
2021-05-31T14:34:41,2021-05-31T14:52:17,072,Eteläinen Hesperiankatu,072,Eteläinen Hesperiankatu,2333,1055
2021-05-31T14:34:26,2021-05-31T14:42:45,045,Brahen kenttä,039,Ooppera,1525,475
2021-05-31T14:34:21,2021-05-31T14:34:35,095,Munkkiniemen aukio,095,Munkkiniemen aukio,0,13
2021-05-31T14:34:16,2021-05-31T14:38:27,002,Laivasillankatu,011,Unioninkatu,902,249
2021-05-31T14:34:14,2021-05-31T14:43:43,138,Arabiankatu,235,Katariina Saksilaisen katu,1562,563
2021-05-31T14:33:54,2021-05-31T14:52:39,032,Eläinmuseo,116,Linnanmäki,3124,1120
2021-05-31T14:33:52,2021-05-31T14:47:30,035,Cygnaeuksenkatu,024,Mannerheimintie,957,813
2021-05-31T14:33:48,2021-05-31T14:49:47,075,Korjaamo,103,Vihdintie,3591,955
2021-05-31T14:33:46,2021-05-31T14:48:07,059,Salmisaarenranta,067,Perämiehenkatu,2287,856
2021-05-31T14:33:12,2021-05-31T14:45:33,135,Velodrominrinne,124,Isoisänsilta,3226,735
2021-05-31T14:33:11,2021-05-31T14:43:18,029,Baana,150,Töölönlahden puisto,1592,601
2021-05-31T14:33:05,2021-05-31T14:49:02,549,Maarinranta,727,Ratsutori,3826,954
2021-05-31T14:32:59,2021-05-31T16:18:30,058,Lauttasaarensilta,006,Hietalahdentori,2544,551
2021-05-31T14:32:52,2021-05-31T14:41:00,204,A.I. Virtasen aukio,204,A.I. Virtasen aukio,285,484
2021-05-31T14:32:48,2021-05-31T14:47:44,037,Töölönkatu,032,Eläinmuseo,810,891
2021-05-31T14:32:44,2021-05-31T14:52:11,086,Kuusitie,529,Keilaniemi (M),5392,1161
2021-05-31T14:32:35,2021-05-31T14:52:45,131,Elimäenkatu,221,Thalianaukio,5992,1212
2021-05-31T14:32:29,2021-05-31T15:02:48,260,Herttoniemi (M),040,Hakaniemi (M),5707,1816
2021-05-31T14:32:23,2021-05-31T14:41:12,064,Tyynenmerenkatu,059,Salmisaarenranta,1821,528
2021-05-31T14:32:19,2021-05-31T14:40:20,024,Mannerheimintie,031,Marian sairaala,1384,476
2021-05-31T14:32:15,2021-05-31T14:35:15,125,Arielinkatu,404,Sompasaari,432,178
2021-05-31T14:32:14,2021-05-31T14:48:44,083,Meilahden sairaala,063,Jätkäsaarenlaituri,3256,984
2021-05-31T14:32:12,2021-05-31T14:40:12,024,Mannerheimintie,031,Marian sairaala,1460,478
2021-05-31T14:32:09,2021-05-31T14:36:03,119,Gebhardinaukio,044,Sörnäinen (M),639,227
2021-05-31T14:32:06,2021-05-31T14:52:25,041,Ympyrätalo,004,Viiskulma,3320,1215
2021-05-31T14:32:04,2021-05-31T14:40:37,118,Fleminginkatu,126,Kalasatama (M),1494,508
2021-05-31T14:31:58,2021-05-31T14:47:28,030,Itämerentori,081,Stenbäckinkatu,3233,929
2021-05-31T14:31:56,2021-05-31T14:54:11,215,Pitäjänmäen asema,227,Kylävoudintie,7577,1331
2021-05-31T14:31:55,2021-05-31T14:39:58,251,Laajasalon ostoskeskus,248,Gunillantie,1596,479
2021-05-31T14:31:48,2021-05-31T14:36:04,531,Keilaranta,163,Lehtisaarentie,984,252
2021-05-31T14:31:42,2021-05-31T14:33:32,215,Pitäjänmäen asema,216,Jännetie,420,107
2021-05-31T14:31:39,2021-05-31T14:35:44,029,Baana,006,Hietalahdentori,759,237
2021-05-31T14:31:38,2021-05-31T14:39:10,059,Salmisaarenranta,057,Lauttasaaren ostoskeskus,1407,451
2021-05-31T14:31:35,2021-05-31T14:35:49,549,Maarinranta,557,Louhentori,798,249
2021-05-31T14:31:35,2021-05-31T14:54:39,539,"Aalto-yliopisto (M), Tietotie",627,Piispansilta,5872,1380
2021-05-31T14:31:28,2021-05-31T14:45:39,267,Roihupelto,257,Margareetankuja,2542,845
2021-05-31T14:31:23,2021-05-31T14:37:31,082,Töölöntulli,089,Tilkanvierto,1240,367
2021-05-31T14:31:18,2021-05-31T14:58:21,292,Koskelan varikko,038,Töölöntori,4849,1612
2021-05-31T14:31:13,2021-05-31T14:40:00,111,Esterinportti,116,Linnanmäki,1308,523
2021-05-31T14:31:09,2021-05-31T14:38:02,024,Mannerheimintie,047,Vanha Kauppahalli,1208,410
2021-05-31T14:31:09,2021-05-31T14:40:24,024,Mannerheimintie,047,Vanha Kauppahalli,1172,550
2021-05-31T14:31:08,2021-05-31T14:36:13,087,Kustaankatu,130,Teollisuuskatu,963,300
2021-05-31T14:31:02,2021-05-31T14:53:18,113,Pasilan asema,095,Munkkiniemen aukio,4224,1331
2021-05-31T14:30:43,2021-05-31T14:44:47,138,Arabiankatu,126,Kalasatama (M),2670,840
2021-05-31T14:30:33,2021-05-31T14:37:20,015,Ritarikatu,021,Töölönlahdenkatu,1194,402
2021-05-31T14:30:31,2021-05-31T14:39:49,529,Keilaniemi (M),519,Tapionaukio,1931,553
2021-05-31T14:30:28,2021-05-31T14:49:43,008,Vanha kirkkopuisto,125,Arielinkatu,4445,1150
2021-05-31T14:30:17,2021-05-31T14:36:28,122,Lintulahdenkatu,125,Arielinkatu,1292,371
2021-05-31T14:30:02,2021-05-31T14:43:33,701,Gallen-Kallelan tie,705,Laajalahden keskus,2272,806
2021-05-31T14:30:00,2021-05-31T14:38:59,539,"Aalto-yliopisto (M), Tietotie",521,Kulttuuriaukio,1490,537
2021-05-31T14:29:48,2021-05-31T14:40:35,204,A.I. Virtasen aukio,113,Pasilan asema,2070,646
2021-05-31T14:29:47,2021-05-31T14:56:36,021,Töölönlahdenkatu,006,Hietalahdentori,1813,1604
2021-05-31T14:29:22,2021-05-31T14:44:29,021,Töölönlahdenkatu,124,Isoisänsilta,3747,906
2021-05-31T14:28:59,2021-05-31T14:51:41,162,Leppäsuonaukio,106,Korppaanmäentie,5276,1267
2021-05-31T14:28:59,2021-05-31T14:41:12,040,Hakaniemi (M),124,Isoisänsilta,2830,728
2021-05-31T14:28:59,2021-05-31T14:50:22,201,Länsisatamankuja,201,Länsisatamankuja,3740,1275
2021-05-31T14:28:57,2021-05-31T14:35:39,517,Länsituuli,555,Kalevalantie,1278,398
2021-05-31T14:28:54,2021-05-31T14:52:17,082,Töölöntulli,053,Heikkiläntie,5747,1401
2021-05-31T14:28:47,2021-05-31T14:50:14,532,Betonimies,101,Munkkivuoren ostoskeskus,5129,1286
2021-05-31T14:28:44,2021-05-31T14:51:24,110,Maistraatintori,021,Töölönlahdenkatu,3632,1354
2021-05-31T14:28:43,2021-05-31T14:29:48,031,Marian sairaala,031,Marian sairaala,32,60
2021-05-31T14:28:43,2021-05-31T14:35:23,050,Melkonkuja,054,Gyldenintie,1568,396
2021-05-31T14:28:42,2021-05-31T14:39:10,643,Auringonkatu,625,Suomenlahdentie,1638,627
